id,tipo,ano_registo,caixa,potencia,km,combustivel,marca,com_danos
20279,compacto,2011,automatica,71,50900,gasolina,outra,nao
25963,cabrio,2005,manual,163,150400,gasolina,mercedes_benz,nao
10408,cabrio,2011,manual,145,50700,gasolina,ford,nao
62289,limousine,2006,manual,105,150500,diesel,volkswagen,nao
21677,compacto,2012,manual,86,60100,gasolina,audi,nao
10204,limousine,2007,manual,140,150800,diesel,mercedes_benz,nao
69085,kombi,2008,manual,140,150200,diesel,volkswagen,nao
77929,limousine,2007,automatica,200,125000,gasolina,volkswagen,nao
31207,kombi,2004,manual,116,151000,diesel,ford,nao
31100,compacto,2004,manual,193,125100,gasolina,outra,nao
49266,carrinha,2007,manual,105,150400,diesel,volkswagen,nao
84713,compacto,2004,manual,75,150600,gasolina,volkswagen,nao
51802,cabrio,2005,manual,95,150100,gasolina,ford,nao
46813,kombi,2007,manual,231,151000,diesel,bmw,nao
58533,compacto,2004,manual,75,150800,gasolina,opel,nao
54787,compacto,2004,manual,150,151000,diesel,volkswagen,nao
16069,compacto,2010,manual,77,60700,gasolina,outra,nao
16791,compacto,2003,automatica,54,125300,gasolina,outra,nao
10322,limousine,2006,manual,150,125900,gasolina,bmw,nao
79078,limousine,2005,manual,82,150400,gasolina,outra,sim
29309,limousine,2000,manual,75,150100,gasolina,volkswagen,nao
24467,limousine,2005,automatica,150,150000,gasolina,audi,nao
90874,limousine,2007,automatica,150,100000,gasolina,bmw,nao
81854,compacto,2000,manual,75,150700,gasolina,outra,sim
33380,limousine,2000,manual,125,150700,gasolina,mercedes_benz,nao
13791,carrinha,2002,manual,116,150700,diesel,volkswagen,nao
31931,compacto,2012,automatica,84,70200,gasolina,outra,nao
90827,outro,2004,manual,136,150500,diesel,mercedes_benz,nao
20470,compacto,2002,manual,60,150000,gasolina,fiat,nao
86834,limousine,2000,manual,75,151000,gasolina,renault,nao
99727,suv,2006,manual,136,150500,diesel,outra,nao
1392,kombi,2009,manual,170,70800,gasolina,bmw,nao
2506,cabrio,2012,manual,126,70200,gasolina,outra,nao
77783,limousine,2004,automatica,218,150000,gasolina,opel,nao
88142,compacto,2004,manual,75,150800,gasolina,renault,nao
49316,carrinha,2006,manual,116,100000,diesel,ford,sim
92637,compacto,2007,automatica,61,80800,gasolina,outra,nao
18035,limousine,2009,manual,75,70800,gasolina,outra,nao
30787,carrinha,2000,manual,101,150300,gasolina,opel,nao
58919,limousine,2012,automatica,211,100600,gasolina,volkswagen,nao
62110,cabrio,2000,manual,136,150600,gasolina,mercedes_benz,sim
10540,compacto,2000,manual,50,151000,gasolina,volkswagen,nao
5571,kombi,2005,manual,101,150600,gasolina,ford,nao
62357,coupe,2003,manual,136,150900,gasolina,peugeot,nao
67631,kombi,2012,automatica,140,150600,diesel,volkswagen,nao
91788,kombi,2009,manual,80,80900,gasolina,volkswagen,nao
4537,carrinha,2003,manual,102,150400,diesel,volkswagen,nao
34187,compacto,2000,automatica,7,30800,diesel,outra,nao
9813,limousine,2000,manual,101,150000,gasolina,opel,nao
99533,limousine,2006,manual,116,150500,gasolina,bmw,nao
4454,carrinha,2008,manual,140,150700,gasolina,volkswagen,nao
14713,kombi,2012,manual,184,150200,diesel,bmw,nao
37219,kombi,2007,automatica,140,150700,diesel,audi,nao
75182,kombi,2007,manual,143,150800,gasolina,mercedes_benz,nao
55612,compacto,2003,manual,75,150200,gasolina,renault,nao
16412,limousine,2004,manual,105,150800,diesel,audi,nao
8396,limousine,2013,manual,179,40900,gasolina,opel,nao
14109,compacto,2005,manual,68,150500,diesel,ford,nao
27682,compacto,2001,manual,54,150900,gasolina,opel,sim
38735,limousine,2013,manual,105,50300,gasolina,outra,nao
32755,carrinha,2012,manual,109,80500,diesel,mercedes_benz,nao
78927,kombi,2006,automatica,177,150500,diesel,mercedes_benz,nao
72529,cabrio,2003,manual,136,80900,gasolina,peugeot,nao
64910,suv,2005,manual,82,50100,gasolina,outra,sim
67558,cabrio,2009,manual,145,80300,gasolina,ford,nao
66031,limousine,2007,manual,230,150300,gasolina,opel,nao
32958,compacto,2004,manual,63,125000,gasolina,outra,nao
81066,carrinha,2007,automatica,204,150400,diesel,mercedes_benz,nao
79282,coupe,2003,manual,143,151000,diesel,mercedes_benz,nao
5068,limousine,2012,manual,105,150700,diesel,volkswagen,nao
80443,carrinha,2001,manual,116,150100,diesel,volkswagen,nao
24817,limousine,2001,automatica,118,50300,gasolina,bmw,nao
10202,limousine,2009,manual,105,150700,diesel,volkswagen,nao
75476,limousine,2001,manual,170,150100,gasolina,mercedes_benz,nao
13475,compacto,2004,manual,58,151000,gasolina,opel,nao
77455,limousine,2000,manual,107,150100,gasolina,renault,nao
76948,compacto,2009,manual,92,151000,gasolina,outra,nao
72645,kombi,2001,manual,95,150900,diesel,outra,nao
72315,kombi,2006,automatica,155,125200,gasolina,opel,nao
70217,kombi,2007,manual,102,150100,gasolina,audi,nao
19522,compacto,2003,manual,69,70100,gasolina,ford,nao
80700,coupe,2010,automatica,143,150200,diesel,bmw,nao
62251,coupe,2003,automatica,170,125700,gasolina,mercedes_benz,nao
43379,compacto,2007,manual,67,60400,gasolina,outra,nao
17653,cabrio,2006,manual,147,150500,gasolina,opel,nao
99669,suv,2012,automatica,140,100700,diesel,volkswagen,nao
72366,kombi,2001,manual,136,150500,diesel,bmw,nao
31678,compacto,2010,automatica,90,30300,gasolina,opel,sim
83434,limousine,2009,automatica,177,150400,diesel,bmw,nao
74013,coupe,2001,manual,193,150000,gasolina,mercedes_benz,nao
85209,compacto,2000,manual,55,151000,gasolina,fiat,sim
50506,coupe,2000,manual,105,150900,gasolina,bmw,nao
78687,kombi,2003,automatica,116,125400,gasolina,volkswagen,nao
8955,kombi,2001,manual,60,150200,gasolina,volkswagen,nao
57340,carrinha,2011,automatica,163,126000,diesel,peugeot,nao
78471,suv,2003,manual,136,125800,gasolina,opel,nao
69128,carrinha,2000,manual,122,150900,diesel,mercedes_benz,nao
26092,compacto,2011,manual,77,70000,gasolina,fiat,sim
6052,cabrio,2009,automatica,200,125400,gasolina,audi,nao
6968,kombi,2003,manual,102,126000,gasolina,outra,nao
1993,compacto,2008,manual,105,150900,diesel,outra,nao
3329,kombi,2007,manual,163,125200,diesel,bmw,nao
24219,limousine,2014,manual,140,60300,gasolina,outra,nao
38540,limousine,2004,manual,82,150900,diesel,renault,sim
71102,limousine,2013,automatica,250,50700,diesel,audi,nao
89872,suv,2002,manual,114,150500,diesel,outra,nao
65665,carrinha,2014,manual,120,30500,gasolina,outra,nao
67376,compacto,2004,manual,75,125200,diesel,audi,nao
70666,compacto,2005,manual,50,151000,gasolina,outra,nao
87263,compacto,2006,manual,65,150800,gasolina,outra,nao
45440,compacto,2011,manual,68,125500,gasolina,peugeot,nao
29863,kombi,2006,manual,116,150200,diesel,bmw,nao
9776,kombi,2001,manual,75,150200,gasolina,volkswagen,nao
36657,carrinha,2013,manual,75,90300,diesel,outra,nao
89713,carrinha,2005,manual,125,150500,diesel,opel,nao
76742,limousine,2012,manual,136,50700,gasolina,bmw,nao
49742,limousine,2004,manual,220,150500,gasolina,audi,nao
25266,compacto,2002,manual,60,150200,gasolina,peugeot,nao
78346,kombi,2007,manual,140,150800,diesel,volkswagen,nao
43137,kombi,2006,manual,102,150100,gasolina,outra,nao
75658,cabrio,2010,manual,174,90500,gasolina,outra,nao
75318,kombi,2004,manual,121,150300,diesel,outra,sim
71044,limousine,2004,automatica,218,125900,gasolina,mercedes_benz,nao
76991,kombi,2010,manual,140,125100,gasolina,outra,nao
9159,compacto,2003,manual,75,150900,gasolina,peugeot,nao
57779,kombi,2010,automatica,177,151000,diesel,bmw,nao
58240,carrinha,2010,manual,105,125700,diesel,volkswagen,nao
6987,limousine,2005,manual,102,150000,gasolina,volkswagen,nao
29175,limousine,2004,manual,110,150200,gasolina,outra,nao
93079,kombi,2000,manual,75,150000,gasolina,volkswagen,nao
34618,cabrio,2012,automatica,84,80200,gasolina,outra,nao
64914,kombi,2007,manual,140,150000,diesel,audi,sim
25483,kombi,2013,automatica,140,150500,diesel,volkswagen,nao
83232,coupe,2000,manual,136,150600,gasolina,mercedes_benz,nao
43347,carrinha,2015,manual,92,50300,diesel,peugeot,nao
69102,limousine,2013,automatica,163,150800,diesel,bmw,nao
28893,compacto,2007,manual,75,150700,gasolina,outra,nao
7644,coupe,2004,automatica,143,150600,gasolina,bmw,nao
95291,kombi,2000,manual,136,150900,gasolina,opel,nao
24955,cabrio,2003,manual,109,150500,gasolina,peugeot,nao
70125,kombi,2010,manual,136,125600,diesel,audi,nao
37055,limousine,2012,manual,105,50700,gasolina,outra,nao
45250,limousine,2000,manual,90,126000,gasolina,audi,nao
21250,kombi,2005,manual,101,150200,diesel,volkswagen,nao
45867,limousine,2006,manual,116,150800,gasolina,volkswagen,nao
8005,kombi,2005,manual,110,125300,gasolina,volkswagen,nao
32601,kombi,2000,manual,100,150300,gasolina,opel,sim
39587,compacto,2005,manual,64,100200,gasolina,volkswagen,nao
72036,limousine,2003,automatica,150,150400,diesel,volkswagen,nao
46340,limousine,2005,manual,97,125600,gasolina,outra,sim
29135,limousine,2012,manual,80,30500,gasolina,volkswagen,nao
40923,carrinha,2012,manual,140,70500,diesel,volkswagen,nao
22492,carrinha,2002,manual,105,150100,gasolina,renault,sim
54917,compacto,2005,manual,58,100600,gasolina,renault,nao
43733,compacto,2009,manual,76,100600,gasolina,renault,nao
64153,limousine,2002,manual,116,150900,gasolina,bmw,nao
64256,compacto,2007,manual,69,90900,gasolina,ford,nao
52015,kombi,2009,manual,102,100100,gasolina,volkswagen,nao
15217,coupe,2007,automatica,125,125900,gasolina,opel,nao
72852,kombi,2008,manual,140,150800,diesel,volkswagen,nao
88052,carrinha,2010,manual,116,125400,diesel,ford,nao
98957,carrinha,2008,manual,105,150100,diesel,volkswagen,nao
31876,coupe,2009,automatica,197,150600,diesel,bmw,nao
82195,kombi,2006,manual,90,150100,diesel,outra,nao
550,cabrio,2000,manual,101,150300,gasolina,volkswagen,nao
19751,compacto,2000,manual,60,151000,gasolina,peugeot,nao
49403,limousine,2009,manual,190,151000,diesel,mercedes_benz,nao
88504,carrinha,2011,automatica,140,150500,diesel,volkswagen,nao
84079,carrinha,2002,automatica,177,125100,gasolina,outra,nao
60299,kombi,2000,manual,109,150000,gasolina,outra,nao
37078,suv,2007,automatica,170,151000,diesel,outra,nao
60316,limousine,2001,manual,163,150000,gasolina,mercedes_benz,nao
74071,limousine,2004,manual,125,150000,gasolina,mercedes_benz,nao
88122,compacto,2003,manual,59,150100,gasolina,renault,sim
30639,cabrio,2005,manual,136,40400,gasolina,outra,nao
19158,coupe,2007,manual,200,150600,gasolina,audi,nao
35072,limousine,2004,manual,143,125600,gasolina,mercedes_benz,nao
60024,carrinha,2003,manual,90,150900,diesel,outra,nao
47403,cabrio,2007,manual,140,125000,gasolina,opel,nao
62502,carrinha,2002,manual,150,150800,gasolina,volkswagen,sim
54169,kombi,2005,manual,131,125500,gasolina,ford,nao
8114,limousine,2005,manual,75,151000,gasolina,volkswagen,nao
93937,limousine,2007,manual,150,100800,gasolina,bmw,nao
89753,limousine,2011,manual,126,125100,diesel,outra,nao
23858,kombi,2010,manual,175,150200,diesel,ford,nao
92066,kombi,2004,manual,90,150000,diesel,ford,nao
95964,suv,2010,automatica,170,125400,diesel,mercedes_benz,nao
95037,suv,2011,automatica,152,90700,diesel,outra,nao
59275,carrinha,2005,automatica,183,151000,diesel,volkswagen,sim
37322,compacto,2004,manual,60,150500,gasolina,opel,nao
20570,carrinha,2001,manual,121,150700,diesel,mercedes_benz,sim
28294,compacto,2011,automatica,84,30400,gasolina,outra,nao
98515,limousine,2001,manual,101,150800,gasolina,opel,nao
76428,compacto,2005,manual,90,100900,gasolina,opel,nao
22330,cabrio,2008,manual,111,90700,gasolina,renault,nao
4904,suv,2008,manual,171,90900,diesel,outra,nao
87289,compacto,2006,manual,54,125700,gasolina,fiat,nao
51153,compacto,2012,manual,82,30500,gasolina,ford,nao
16596,compacto,2011,manual,73,50700,gasolina,peugeot,nao
61817,compacto,2014,manual,73,40100,gasolina,peugeot,nao
76397,kombi,2001,automatica,170,150200,outro,mercedes_benz,nao
79287,limousine,2013,automatica,114,150600,diesel,outra,nao
85901,compacto,2008,manual,174,125900,gasolina,peugeot,nao
83768,carrinha,2005,manual,174,150700,diesel,volkswagen,nao
16292,compacto,2008,manual,131,150600,diesel,outra,nao
54140,kombi,2004,manual,190,150200,gasolina,audi,sim
8889,carrinha,2008,automatica,136,125300,gasolina,mercedes_benz,nao
85266,kombi,2006,manual,140,150900,diesel,volkswagen,nao
71033,compacto,2001,manual,82,150500,gasolina,fiat,sim
7228,compacto,2002,manual,90,150100,gasolina,outra,sim
45860,kombi,2008,manual,105,150100,diesel,outra,nao
41820,kombi,2001,manual,101,126000,gasolina,volkswagen,nao
52446,kombi,2006,manual,136,150100,gasolina,peugeot,nao
66218,coupe,2012,automatica,170,90300,diesel,volkswagen,nao
50127,compacto,2003,manual,60,150200,gasolina,outra,sim
54389,limousine,2000,manual,116,151000,gasolina,volkswagen,nao
82266,kombi,2008,manual,197,151000,diesel,bmw,nao
2669,kombi,2005,automatica,163,150900,diesel,audi,nao
93136,compacto,2001,manual,60,150500,gasolina,volkswagen,nao
88975,limousine,2006,manual,102,90300,gasolina,audi,nao
88292,compacto,2002,manual,58,90100,gasolina,opel,sim
21668,coupe,2002,manual,90,150400,outro,opel,nao
79698,carrinha,2007,manual,140,150200,diesel,volkswagen,nao
84199,carrinha,2007,manual,90,125000,gasolina,opel,nao
35434,limousine,2009,manual,90,100800,gasolina,opel,nao
12558,compacto,2000,manual,50,150200,gasolina,volkswagen,nao
49852,limousine,2004,manual,131,150700,diesel,volkswagen,nao
90784,suv,2007,manual,140,150200,diesel,outra,nao
44577,carrinha,2012,manual,140,90100,gasolina,opel,nao
64833,coupe,2003,manual,179,150300,gasolina,audi,nao
76711,kombi,2005,manual,163,150400,diesel,audi,nao
49327,cabrio,2006,manual,170,100300,gasolina,bmw,nao
12549,limousine,2003,manual,133,150300,gasolina,fiat,nao
81241,outro,2003,manual,60,125600,gasolina,outra,nao
27345,limousine,2004,manual,107,150800,outro,outra,nao
94125,carrinha,2000,manual,90,150000,gasolina,renault,nao
23485,kombi,2015,manual,90,40900,diesel,outra,nao
34573,carrinha,2008,manual,131,150300,diesel,renault,nao
67271,kombi,2010,automatica,170,150100,diesel,mercedes_benz,nao
45846,limousine,2007,manual,90,150900,gasolina,opel,nao
81300,coupe,2003,manual,129,150000,gasolina,mercedes_benz,nao
12522,carrinha,2006,automatica,144,150300,diesel,outra,nao
15740,kombi,2006,manual,105,150500,diesel,audi,nao
20597,limousine,2007,automatica,163,150700,diesel,bmw,nao
22177,limousine,2000,automatica,150,150900,gasolina,volkswagen,nao
41074,carrinha,2003,manual,101,150600,gasolina,opel,nao
31649,carrinha,2008,manual,140,100300,gasolina,opel,sim
51426,limousine,2008,manual,97,81000,gasolina,outra,nao
79931,carrinha,2006,manual,102,125300,gasolina,outra,nao
56042,kombi,2009,manual,140,150300,diesel,ford,nao
82023,kombi,2009,manual,110,150000,diesel,opel,nao
34756,limousine,2007,manual,200,150300,gasolina,volkswagen,nao
34483,carrinha,2007,manual,144,150200,diesel,outra,nao
46269,kombi,2014,automatica,136,126000,diesel,outra,nao
62664,carrinha,2007,manual,120,150600,diesel,opel,sim
33041,limousine,2009,manual,143,100700,gasolina,bmw,nao
30130,kombi,2002,automatica,218,150300,gasolina,opel,sim
91340,limousine,2005,manual,105,150900,gasolina,outra,nao
57026,limousine,2000,manual,101,150800,gasolina,volkswagen,sim
97136,compacto,2003,manual,75,150600,gasolina,volkswagen,nao
36144,limousine,2010,manual,105,125500,diesel,volkswagen,nao
67848,kombi,2012,manual,86,40300,gasolina,outra,nao
65407,compacto,2000,manual,75,150600,gasolina,peugeot,nao
10124,kombi,2002,manual,115,150200,diesel,ford,nao
64081,compacto,2001,manual,54,150100,gasolina,opel,nao
52765,limousine,2007,automatica,163,41000,diesel,bmw,nao
5692,coupe,2006,manual,163,100100,gasolina,mercedes_benz,nao
18085,kombi,2008,automatica,231,150600,diesel,bmw,nao
40356,compacto,2007,manual,75,90900,gasolina,outra,nao
26927,limousine,2005,automatica,224,150200,diesel,audi,nao
23703,kombi,2006,manual,177,150100,diesel,outra,sim
80526,compacto,2003,manual,82,150300,diesel,renault,nao
91443,suv,2006,automatica,158,125800,gasolina,outra,nao
596,coupe,2008,manual,177,125300,diesel,bmw,nao
5335,limousine,2011,manual,109,125400,gasolina,outra,nao
58609,cabrio,2000,manual,110,150300,gasolina,outra,nao
28068,limousine,2004,manual,122,150300,gasolina,opel,nao
59221,suv,2005,automatica,218,150700,diesel,bmw,nao
68696,compacto,2012,manual,65,40600,gasolina,outra,nao
99880,compacto,2010,manual,75,150100,diesel,opel,nao
8698,carrinha,2004,manual,102,150800,diesel,outra,nao
77584,suv,2005,manual,163,150300,diesel,outra,nao
34995,kombi,2004,manual,150,150600,diesel,renault,nao
26973,compacto,2015,manual,95,30400,diesel,ford,nao
68401,limousine,2005,automatica,131,151000,diesel,ford,nao
71267,limousine,2004,manual,109,150700,gasolina,peugeot,nao
34465,kombi,2008,manual,163,125100,diesel,volkswagen,nao
61068,kombi,2007,manual,140,150400,diesel,volkswagen,nao
22336,kombi,2002,manual,150,150600,diesel,volkswagen,nao
50671,suv,2007,automatica,224,150800,diesel,mercedes_benz,nao
50850,carrinha,2010,automatica,150,125900,diesel,mercedes_benz,nao
77552,compacto,2003,manual,110,150800,gasolina,outra,nao
87163,limousine,2004,manual,105,150600,gasolina,volkswagen,nao
97444,compacto,2000,manual,60,90300,gasolina,ford,nao
9036,carrinha,2006,automatica,144,150100,diesel,outra,nao
39412,suv,2012,automatica,197,70600,diesel,outra,nao
1283,compacto,2004,manual,60,150500,gasolina,volkswagen,nao
47302,kombi,2007,manual,116,90800,gasolina,audi,nao
62484,coupe,2010,manual,239,150800,diesel,audi,nao
54945,cabrio,2006,manual,90,125400,gasolina,opel,nao
84589,limousine,2006,automatica,224,150600,diesel,volkswagen,nao
31766,compacto,2010,manual,95,70700,gasolina,outra,nao
85366,kombi,2001,manual,211,151000,gasolina,opel,sim
376,limousine,2003,manual,125,150300,gasolina,audi,nao
7473,limousine,2007,automatica,231,150800,gasolina,mercedes_benz,nao
59757,compacto,2006,manual,92,100700,gasolina,outra,nao
3457,carrinha,2012,manual,90,30700,diesel,outra,nao
76059,limousine,2010,manual,120,80300,gasolina,volkswagen,nao
1873,carrinha,2005,manual,109,150200,diesel,mercedes_benz,nao
26955,kombi,2009,manual,140,150900,diesel,volkswagen,nao
76112,carrinha,2004,manual,136,150800,diesel,volkswagen,nao
23706,compacto,2002,manual,53,70900,gasolina,outra,nao
8999,kombi,2006,manual,116,150400,gasolina,audi,nao
36400,carrinha,2002,manual,105,150400,diesel,volkswagen,nao
11939,limousine,2011,manual,88,50200,gasolina,outra,nao
60643,limousine,2009,manual,143,151000,diesel,audi,nao
96528,suv,2008,manual,141,50100,gasolina,outra,nao
80311,compacto,2011,manual,75,150100,diesel,volkswagen,nao
57101,coupe,2004,manual,143,150600,gasolina,mercedes_benz,sim
66185,limousine,2004,automatica,241,151000,gasolina,volkswagen,nao
55664,limousine,2004,manual,75,150300,gasolina,volkswagen,nao
59824,kombi,2009,manual,150,125900,gasolina,outra,nao
5609,compacto,2006,manual,101,150200,diesel,volkswagen,nao
44842,compacto,2012,manual,73,50800,gasolina,peugeot,nao
81885,compacto,2004,manual,75,90700,gasolina,opel,sim
27031,limousine,2006,manual,116,150700,gasolina,bmw,nao
53998,kombi,2004,manual,143,150800,gasolina,mercedes_benz,nao
98704,carrinha,2002,manual,116,150100,diesel,volkswagen,nao
6175,compacto,2008,manual,125,150200,diesel,opel,nao
13690,compacto,2005,manual,65,150100,gasolina,outra,nao
26140,limousine,2003,manual,101,150800,gasolina,opel,nao
79824,compacto,2007,manual,60,70700,gasolina,peugeot,nao
18699,suv,2007,manual,129,150200,diesel,outra,nao
1555,coupe,2002,manual,129,150800,gasolina,mercedes_benz,nao
70041,limousine,2007,automatica,224,151000,diesel,audi,nao
27170,kombi,2003,manual,166,125400,gasolina,outra,nao
61430,coupe,2002,manual,170,125500,gasolina,bmw,nao
78254,kombi,2012,manual,105,80600,gasolina,outra,nao
90051,coupe,2007,manual,200,150500,gasolina,audi,nao
26282,limousine,2011,manual,136,150100,diesel,peugeot,nao
79511,compacto,2012,manual,60,60900,gasolina,volkswagen,nao
30590,kombi,2001,automatica,150,150200,diesel,audi,sim
72312,kombi,2012,automatica,170,90200,diesel,volkswagen,nao
24924,limousine,2002,manual,120,150800,gasolina,outra,nao
70892,carrinha,2008,manual,109,90900,outro,volkswagen,nao
9836,kombi,2001,manual,115,150800,diesel,audi,nao
76187,limousine,2002,manual,102,150600,gasolina,volkswagen,nao
69762,limousine,2014,manual,70,30200,gasolina,opel,nao
11443,compacto,2005,manual,69,150500,diesel,fiat,nao
19656,compacto,2000,manual,101,150800,gasolina,audi,nao
49115,limousine,2001,automatica,136,150400,gasolina,mercedes_benz,nao
10591,cabrio,2007,manual,109,90100,gasolina,peugeot,nao
60198,compacto,2005,manual,65,150100,gasolina,outra,nao
93549,compacto,2013,manual,75,40100,gasolina,outra,nao
89516,coupe,2005,manual,166,125800,gasolina,outra,sim
87787,kombi,2006,manual,150,150400,gasolina,audi,nao
22838,compacto,2002,manual,75,125000,gasolina,opel,nao
11523,kombi,2012,manual,102,125600,gasolina,outra,nao
59451,kombi,2010,manual,126,150400,diesel,outra,nao
84645,limousine,2010,manual,105,125600,gasolina,volkswagen,nao
38082,carrinha,2015,manual,125,30400,gasolina,ford,nao
8800,limousine,2012,manual,82,81000,diesel,mercedes_benz,nao
38144,limousine,2005,automatica,150,150800,gasolina,bmw,nao
96660,compacto,2004,manual,54,150200,gasolina,volkswagen,nao
70280,suv,2009,automatica,218,70500,diesel,outra,nao
5754,kombi,2006,manual,102,125300,gasolina,audi,nao
71482,kombi,2005,manual,106,150300,gasolina,fiat,nao
71104,compacto,2002,manual,60,150800,gasolina,ford,nao
34506,compacto,2006,manual,70,150800,gasolina,ford,nao
42499,carrinha,2010,automatica,150,125000,diesel,mercedes_benz,nao
57172,compacto,2009,manual,95,70300,gasolina,outra,nao
52996,compacto,2004,manual,65,150800,gasolina,outra,sim
40128,limousine,2012,automatica,211,60700,gasolina,volkswagen,nao
73452,compacto,2000,automatica,90,150900,gasolina,renault,nao
92889,limousine,2000,manual,101,125200,gasolina,volkswagen,nao
40186,limousine,2007,manual,75,125800,gasolina,volkswagen,nao
43120,limousine,2009,manual,80,125200,gasolina,volkswagen,nao
40166,compacto,2004,manual,80,125100,gasolina,fiat,nao
84604,carrinha,2012,manual,105,90200,diesel,volkswagen,nao
25199,kombi,2004,manual,125,150200,gasolina,opel,nao
25204,kombi,2000,manual,75,150900,gasolina,opel,nao
24816,limousine,2007,automatica,224,150200,diesel,audi,nao
72049,compacto,2005,manual,80,90800,gasolina,ford,nao
93305,limousine,2010,manual,90,150900,diesel,volkswagen,nao
23630,compacto,2009,manual,155,151000,gasolina,outra,nao
79659,limousine,2010,manual,177,125200,diesel,bmw,nao
68850,limousine,2009,automatica,231,90800,gasolina,mercedes_benz,nao
27254,limousine,2002,manual,133,60100,gasolina,outra,nao
10416,kombi,2010,manual,179,70700,gasolina,opel,nao
71731,cabrio,2010,manual,120,80700,gasolina,outra,nao
15308,compacto,2009,manual,80,70500,gasolina,volkswagen,nao
82222,compacto,2007,automatica,90,70800,gasolina,outra,nao
32996,limousine,2003,automatica,143,150300,gasolina,bmw,nao
97606,compacto,2000,manual,110,150900,diesel,outra,nao
35755,suv,2005,automatica,218,150500,diesel,bmw,nao
28629,kombi,2007,manual,140,150100,diesel,audi,nao
46278,kombi,2000,manual,90,150400,gasolina,outra,nao
59409,kombi,2008,automatica,140,150700,diesel,audi,sim
29596,kombi,2004,manual,102,150900,gasolina,outra,nao
71595,kombi,2004,manual,163,150700,gasolina,audi,nao
55904,coupe,2007,manual,174,30400,gasolina,outra,nao
51084,limousine,2010,automatica,177,125000,diesel,bmw,nao
57969,compacto,2007,manual,75,150800,gasolina,outra,nao
32529,carrinha,2005,manual,114,151000,diesel,outra,nao
9880,suv,2012,automatica,150,51000,diesel,renault,nao
85724,compacto,2002,manual,64,150600,gasolina,volkswagen,nao
83934,suv,2011,manual,140,150100,diesel,volkswagen,nao
2978,limousine,2003,manual,116,150400,gasolina,bmw,nao
24371,kombi,2012,automatica,143,150200,diesel,audi,nao
22828,kombi,2002,manual,101,150600,diesel,volkswagen,nao
35474,cabrio,2007,manual,90,126000,gasolina,outra,nao
32167,coupe,2003,manual,170,150500,gasolina,bmw,nao
56341,limousine,2003,manual,131,150700,gasolina,ford,nao
67033,kombi,2013,manual,120,40900,diesel,outra,nao
12867,carrinha,2006,manual,90,150200,diesel,peugeot,nao
28117,carrinha,2003,manual,83,150000,diesel,ford,sim
93475,limousine,2008,automatica,242,150800,gasolina,mercedes_benz,nao
81914,kombi,2003,manual,143,150400,gasolina,bmw,nao
54513,kombi,2009,manual,101,150700,gasolina,ford,nao
6214,compacto,2003,manual,60,151000,gasolina,fiat,sim
54486,limousine,2009,manual,136,125200,gasolina,mercedes_benz,nao
59847,kombi,2011,manual,105,125800,gasolina,outra,sim
18559,kombi,2005,manual,97,150500,outro,opel,nao
71179,compacto,2000,manual,56,150700,gasolina,outra,nao
38990,kombi,2010,manual,86,100200,gasolina,outra,nao
62654,limousine,2003,manual,163,150500,gasolina,mercedes_benz,nao
67660,compacto,2001,manual,65,150400,gasolina,opel,nao
19475,limousine,2002,manual,102,150800,gasolina,volkswagen,nao
77629,limousine,2004,manual,156,150200,gasolina,outra,nao
86657,carrinha,2001,manual,95,150200,gasolina,renault,nao
47052,compacto,2001,manual,106,70500,gasolina,opel,nao
66837,compacto,2010,manual,60,125600,gasolina,outra,nao
14631,coupe,2001,manual,143,150500,gasolina,outra,sim
78384,compacto,2003,manual,54,150400,gasolina,fiat,nao
21909,kombi,2002,manual,170,150800,gasolina,bmw,nao
49436,compacto,2000,manual,75,151000,gasolina,volkswagen,nao
61346,compacto,2004,manual,75,150300,gasolina,volkswagen,nao
9717,compacto,2007,manual,109,150800,diesel,peugeot,nao
6882,compacto,2007,manual,72,90500,gasolina,outra,nao
84155,carrinha,2010,manual,140,80700,gasolina,opel,nao
19279,compacto,2000,manual,50,150700,gasolina,volkswagen,sim
86530,limousine,2001,manual,150,125500,gasolina,volkswagen,nao
5256,coupe,2008,manual,140,125200,gasolina,outra,nao
51748,compacto,2004,manual,60,150200,gasolina,fiat,nao
4000,kombi,2011,manual,143,125700,gasolina,bmw,nao
13263,kombi,2014,automatica,136,50600,diesel,outra,nao
48765,carrinha,2002,manual,139,150500,gasolina,renault,sim
13708,limousine,2005,manual,116,151000,gasolina,ford,nao
29531,cabrio,2004,manual,95,80200,gasolina,ford,nao
78228,compacto,2003,manual,75,150900,gasolina,ford,nao
10326,carrinha,2007,automatica,193,80100,gasolina,mercedes_benz,nao
8669,kombi,2013,automatica,170,101000,diesel,outra,nao
88413,carrinha,2008,manual,109,150100,diesel,ford,nao
11332,carrinha,2008,manual,131,150500,diesel,volkswagen,nao
13500,compacto,2008,manual,75,100600,gasolina,peugeot,nao
15626,limousine,2006,automatica,177,150500,diesel,mercedes_benz,sim
80474,kombi,2002,automatica,218,150900,gasolina,opel,nao
81438,compacto,2010,manual,120,100800,gasolina,outra,nao
87108,compacto,2011,manual,86,90600,gasolina,volkswagen,nao
695,carrinha,2006,manual,105,150400,diesel,volkswagen,nao
12232,suv,2000,manual,159,151000,diesel,opel,sim
50557,compacto,2009,manual,86,126000,gasolina,outra,nao
