id,tipo,ano_registo,caixa,potencia,km,combustivel,marca,com_danos,preco
16275,suv,2012,manual,107,126000,diesel,outra,nao,8740
36320,compacto,2003,manual,75,125600,gasolina,opel,nao,2380
27667,suv,2005,manual,114,151000,gasolina,outra,nao,3570
99975,cabrio,2007,manual,143,70900,gasolina,outra,nao,5089
82093,compacto,2001,automatica,54,90000,gasolina,outra,nao,2240
45348,limousine,2008,automatica,224,150300,diesel,mercedes_benz,nao,13490
69319,limousine,2006,automatica,218,150700,diesel,bmw,nao,6860
82635,carrinha,2009,manual,90,150400,diesel,opel,nao,6810
60289,limousine,2010,manual,170,70000,diesel,mercedes_benz,nao,15409
90564,kombi,2013,automatica,177,150200,diesel,audi,nao,22050
66628,kombi,2011,automatica,299,125800,diesel,bmw,nao,29820
7608,carrinha,2000,manual,102,150500,diesel,volkswagen,nao,5079
6683,compacto,2012,manual,69,40700,gasolina,outra,nao,4990
13829,kombi,2006,manual,140,150100,diesel,audi,nao,6560
60329,compacto,2005,manual,75,125300,diesel,outra,nao,3380
48558,limousine,2000,manual,75,125200,gasolina,outra,nao,629
88678,compacto,2004,manual,60,125700,gasolina,opel,nao,1780
46479,limousine,2005,automatica,256,100000,gasolina,audi,nao,8580
57940,carrinha,2004,manual,90,150000,diesel,ford,nao,3000
7796,kombi,2004,automatica,150,150300,diesel,mercedes_benz,sim,4590
36030,compacto,2011,manual,75,90400,gasolina,renault,nao,5540
92992,compacto,2011,manual,95,125600,diesel,opel,nao,6419
92363,compacto,2004,manual,75,150400,gasolina,renault,sim,1270
27956,carrinha,2005,manual,116,150700,gasolina,outra,sim,1520
75071,kombi,2001,automatica,143,150500,diesel,mercedes_benz,nao,6310
1556,kombi,2001,manual,101,150300,gasolina,outra,nao,2200
3905,limousine,2004,manual,75,150300,gasolina,volkswagen,nao,2069
97117,compacto,2010,manual,69,60700,gasolina,outra,nao,5950
71849,compacto,2003,manual,75,150300,gasolina,renault,nao,1419
19849,kombi,2005,manual,58,150000,gasolina,renault,nao,2030
26266,limousine,2008,automatica,387,150400,gasolina,mercedes_benz,nao,23570
16554,compacto,2006,manual,65,125500,gasolina,outra,nao,2960
8010,kombi,2004,manual,129,150800,outro,mercedes_benz,nao,5000
37073,suv,2007,automatica,218,150900,diesel,bmw,nao,16030
32541,kombi,2008,manual,197,150700,diesel,bmw,nao,8570
85782,suv,2007,automatica,218,150200,diesel,bmw,nao,12000
44385,carrinha,2011,manual,109,125600,diesel,ford,nao,7470
24508,compacto,2004,manual,58,90600,gasolina,opel,nao,2570
40418,compacto,2014,manual,69,30700,gasolina,opel,nao,7860
20440,carrinha,2004,manual,128,150300,diesel,peugeot,sim,1610
58537,kombi,2008,manual,105,150400,diesel,volkswagen,nao,3740
11362,limousine,2009,automatica,170,150900,diesel,mercedes_benz,nao,11520
17448,kombi,2008,manual,109,150800,diesel,ford,nao,3850
74745,limousine,2002,manual,116,150700,gasolina,bmw,nao,940
70788,cabrio,2004,automatica,61,125200,gasolina,outra,sim,1170
26709,kombi,2012,automatica,184,30500,gasolina,mercedes_benz,nao,19990
76982,carrinha,2003,manual,107,125200,gasolina,renault,nao,2740
6193,compacto,2012,manual,69,70500,gasolina,fiat,nao,6520
65621,compacto,2008,manual,60,125600,gasolina,outra,nao,3219
2771,limousine,2004,manual,122,150900,diesel,mercedes_benz,sim,3480
20172,kombi,2011,manual,140,70000,gasolina,opel,nao,11540
44201,kombi,2013,manual,105,151000,diesel,volkswagen,nao,11300
75848,compacto,2009,manual,101,90600,gasolina,renault,nao,4790
74489,carrinha,2009,manual,140,150700,diesel,ford,nao,7980
69483,limousine,2014,automatica,105,20400,diesel,volkswagen,nao,19570
35064,limousine,2000,automatica,163,125300,gasolina,outra,nao,585
4349,kombi,2004,automatica,131,150700,gasolina,audi,nao,3780
8626,kombi,2006,automatica,344,150400,outro,audi,sim,6530
47704,kombi,2013,manual,124,40400,diesel,outra,nao,15679
10652,limousine,2010,manual,109,51000,gasolina,outra,nao,6170
80897,kombi,2008,manual,163,125400,diesel,bmw,nao,10360
1106,carrinha,2010,automatica,140,150900,diesel,ford,nao,8210
22793,compacto,2009,manual,84,100000,gasolina,outra,nao,3380
86723,kombi,2001,manual,101,150200,gasolina,opel,sim,780
93729,limousine,2014,manual,177,70400,diesel,audi,nao,34070
66103,suv,2005,manual,136,150800,diesel,outra,nao,3810
21923,compacto,2005,manual,54,100800,gasolina,volkswagen,nao,2810
8966,kombi,2008,automatica,121,125400,outro,outra,nao,3539
20503,outro,2009,manual,116,150100,diesel,mercedes_benz,nao,7100
31416,carrinha,2012,manual,105,100500,diesel,volkswagen,nao,13910
15995,compacto,2000,manual,55,100200,gasolina,fiat,nao,820
53514,kombi,2007,manual,122,150800,diesel,mercedes_benz,nao,4530
90799,limousine,2005,automatica,218,5300,diesel,bmw,nao,17090
18624,limousine,2000,manual,75,150400,gasolina,volkswagen,nao,1599
48082,compacto,2013,automatica,111,40700,diesel,outra,nao,19070
97231,kombi,2004,manual,163,150700,diesel,audi,nao,5610
26163,outro,2008,manual,184,150300,diesel,mercedes_benz,nao,18960
20156,limousine,2014,automatica,170,10200,diesel,mercedes_benz,nao,29970
80878,limousine,2014,manual,122,60800,gasolina,audi,nao,21079
62600,limousine,2004,manual,101,151000,diesel,volkswagen,sim,1410
21257,kombi,2001,manual,116,150500,diesel,volkswagen,nao,2690
90046,limousine,2000,manual,101,151000,gasolina,volkswagen,nao,1350
77916,kombi,2007,automatica,231,150900,diesel,bmw,nao,13480
92555,suv,2004,automatica,163,150600,diesel,mercedes_benz,nao,9580
85414,kombi,2010,manual,87,126000,outro,outra,nao,4320
37540,limousine,2000,automatica,299,151000,gasolina,audi,nao,3590
88914,cabrio,2009,automatica,143,100600,gasolina,bmw,nao,13730
85875,limousine,2004,automatica,150,150200,diesel,bmw,nao,6370
1439,coupe,2002,manual,163,150800,gasolina,mercedes_benz,nao,3020
12281,limousine,2004,automatica,141,150600,gasolina,outra,nao,2559
29624,limousine,2005,automatica,231,150600,outro,bmw,nao,10040
80520,compacto,2007,manual,54,125300,gasolina,volkswagen,nao,2590
90395,kombi,2010,manual,163,150100,diesel,outra,nao,8250
38705,compacto,2014,manual,105,40400,diesel,audi,nao,16410
74878,carrinha,2000,automatica,1021,150800,diesel,volkswagen,nao,5360
3421,kombi,2004,manual,131,126000,gasolina,volkswagen,sim,2039
52239,suv,2007,automatica,204,50700,diesel,outra,nao,35010
83190,limousine,2000,manual,90,150800,diesel,outra,nao,650
38293,cabrio,2005,automatica,171,100200,gasolina,mercedes_benz,nao,12370
63457,kombi,2006,manual,113,150400,gasolina,renault,nao,1389
38559,kombi,2006,manual,105,150700,diesel,outra,nao,5000
44,kombi,2004,manual,101,150900,diesel,volkswagen,nao,1850
50966,limousine,2005,manual,177,150000,diesel,bmw,nao,7580
45975,limousine,2002,automatica,163,150800,diesel,bmw,nao,4200
19949,limousine,2003,manual,75,150400,gasolina,volkswagen,nao,2389
79914,suv,2007,automatica,224,150500,diesel,mercedes_benz,sim,13980
43962,limousine,2000,manual,136,150600,diesel,bmw,nao,2559
27656,suv,2013,manual,143,60800,diesel,mercedes_benz,nao,27500
91058,limousine,2004,automatica,220,151000,gasolina,audi,nao,5590
72245,kombi,2009,manual,140,150800,diesel,volkswagen,nao,6270
86002,cabrio,2005,automatica,160,91000,gasolina,mercedes_benz,nao,11910
61310,kombi,2015,manual,125,40200,gasolina,ford,nao,16980
10472,limousine,2006,manual,163,150000,diesel,bmw,nao,7050
63205,suv,2002,automatica,273,150500,gasolina,outra,nao,4009
8954,compacto,2003,automatica,54,100400,gasolina,outra,nao,889
47953,compacto,2011,manual,52,125100,outro,outra,sim,1510
63078,suv,2006,manual,140,150700,gasolina,outra,nao,5079
50276,carrinha,2010,manual,109,100200,gasolina,outra,nao,6510
63304,kombi,2002,manual,143,150100,diesel,mercedes_benz,nao,4230
20315,compacto,2010,manual,52,40500,gasolina,outra,sim,1510
76476,carrinha,2003,manual,82,151000,diesel,outra,nao,970
1818,cabrio,2001,manual,224,125800,gasolina,mercedes_benz,nao,9460
67753,kombi,2009,manual,110,150800,diesel,opel,nao,4630
52421,carrinha,2009,manual,116,125100,diesel,mercedes_benz,nao,8380
84465,cabrio,2003,automatica,41,151000,diesel,outra,nao,2027
78085,kombi,2006,manual,163,150300,diesel,volkswagen,nao,4490
67485,compacto,2011,manual,87,126000,gasolina,opel,nao,6290
64873,coupe,2005,automatica,192,70200,gasolina,outra,nao,5830
75254,compacto,2000,manual,60,50400,gasolina,ford,nao,1970
77529,limousine,2005,manual,90,150500,gasolina,opel,sim,3950
45512,limousine,2002,manual,129,125200,gasolina,mercedes_benz,nao,3360
55330,compacto,2004,manual,75,126000,gasolina,opel,nao,2199
40265,kombi,2004,manual,95,125000,gasolina,renault,nao,1520
82495,compacto,2002,manual,50,150500,gasolina,volkswagen,sim,1230
60530,kombi,2002,manual,116,150100,diesel,ford,sim,660
45606,limousine,2006,manual,90,150600,gasolina,opel,nao,3650
54353,kombi,2008,manual,179,150500,diesel,audi,sim,5300
91294,compacto,2000,manual,75,150500,gasolina,volkswagen,nao,1460
35107,compacto,2009,manual,150,80100,gasolina,peugeot,nao,4920
81042,compacto,2011,manual,68,30500,gasolina,outra,nao,4079
61565,carrinha,2008,manual,174,150800,diesel,volkswagen,nao,17020
62952,kombi,2004,manual,102,150600,diesel,volkswagen,nao,3650
58768,compacto,2008,manual,109,150100,diesel,outra,nao,8070
57997,kombi,2004,automatica,163,150900,diesel,audi,nao,5440
33144,coupe,2011,automatica,160,70400,gasolina,volkswagen,nao,14569
77263,suv,2007,manual,86,60900,gasolina,outra,nao,5050
70747,compacto,2016,manual,71,21000,gasolina,outra,nao,6930
64002,kombi,2010,automatica,197,150400,diesel,bmw,nao,16980
93527,compacto,2014,manual,86,61000,gasolina,audi,nao,14590
75796,limousine,2012,automatica,211,80800,gasolina,audi,nao,24580
27230,compacto,2004,manual,58,91000,gasolina,opel,nao,1140
71391,limousine,2003,manual,105,150600,gasolina,volkswagen,nao,2010
73418,cabrio,2010,automatica,426,10900,gasolina,outra,nao,69800
40873,cabrio,2005,manual,73,125900,gasolina,outra,nao,2890
34279,kombi,2003,manual,75,150200,gasolina,outra,nao,1460
17780,limousine,2004,automatica,136,100300,gasolina,outra,nao,2399
46500,carrinha,2007,manual,84,150900,diesel,fiat,nao,1090
64215,carrinha,2005,manual,131,150800,diesel,outra,nao,3520
24931,compacto,2001,manual,58,150100,gasolina,opel,sim,529
4223,cabrio,2010,automatica,84,60600,gasolina,outra,nao,8450
60397,suv,2008,automatica,385,100700,gasolina,outra,nao,23499
41021,limousine,2000,manual,75,80600,gasolina,volkswagen,sim,1010
52764,carrinha,2001,manual,114,150100,diesel,opel,nao,1770
23203,compacto,2001,manual,44,150200,gasolina,ford,sim,400
19246,kombi,2009,manual,150,151000,diesel,outra,sim,3080
13022,compacto,2004,manual,75,150400,gasolina,opel,nao,1460
34979,cabrio,2005,manual,231,150200,gasolina,bmw,nao,9840
88176,carrinha,2007,manual,140,150300,diesel,ford,nao,7820
10250,limousine,2008,automatica,156,125500,gasolina,mercedes_benz,nao,12520
74542,limousine,2010,manual,143,150400,diesel,bmw,nao,8540
39140,suv,2007,automatica,150,150100,diesel,outra,nao,6980
1746,compacto,2008,automatica,71,80100,gasolina,outra,nao,4509
76200,carrinha,2009,manual,136,150300,diesel,outra,nao,7580
32751,limousine,2009,manual,143,150200,diesel,bmw,nao,7560
93990,suv,2014,manual,184,50500,diesel,outra,nao,20070
26311,suv,2016,automatica,140,20100,diesel,volkswagen,nao,27480
29041,carrinha,2004,manual,48,150000,diesel,opel,nao,1590
82411,limousine,2007,manual,150,150200,diesel,opel,nao,5559
15516,coupe,2005,manual,179,150600,gasolina,audi,nao,7160
93593,compacto,2002,manual,75,150500,diesel,volkswagen,nao,1180
30017,limousine,2004,automatica,179,150300,outro,opel,nao,2870
56620,compacto,2000,automatica,55,125400,gasolina,outra,nao,1600
66357,limousine,2008,manual,140,150100,diesel,audi,nao,4479
66567,kombi,2011,automatica,190,151000,diesel,audi,nao,13190
16334,compacto,2006,manual,60,151000,gasolina,opel,nao,1799
60454,kombi,2008,manual,163,125800,diesel,volkswagen,nao,8910
48155,limousine,2013,automatica,112,125600,diesel,outra,nao,9810
97949,coupe,2010,manual,265,20600,gasolina,outra,nao,34010
96810,carrinha,2008,manual,140,150800,diesel,outra,nao,5040
23127,kombi,2010,automatica,177,150700,diesel,bmw,nao,12490
62509,kombi,2008,manual,109,150500,diesel,ford,sim,1850
17181,carrinha,2011,automatica,150,70900,diesel,opel,nao,8900
72395,kombi,2016,manual,150,20600,diesel,volkswagen,nao,22860
43590,carrinha,2008,manual,150,150800,diesel,mercedes_benz,nao,26080
1077,limousine,2005,manual,140,150400,diesel,volkswagen,nao,4580
43119,kombi,2010,manual,109,151000,diesel,ford,nao,5500
48851,kombi,2001,manual,140,150100,diesel,outra,sim,475
87222,cabrio,2014,automatica,450,30900,gasolina,audi,nao,64860
52489,compacto,2010,manual,80,125100,gasolina,volkswagen,nao,6570
59559,kombi,2001,manual,116,150700,diesel,volkswagen,nao,3710
91392,kombi,2002,manual,101,150200,diesel,volkswagen,nao,1800
91352,compacto,2008,manual,60,150700,gasolina,ford,nao,2760
62681,kombi,2005,manual,131,150200,diesel,audi,nao,8059
16137,carrinha,2002,manual,116,150500,diesel,volkswagen,nao,3290
23611,compacto,2004,manual,58,150800,gasolina,opel,nao,1299
18461,compacto,2012,manual,82,40500,gasolina,ford,nao,7270
39911,kombi,2012,manual,105,151000,diesel,volkswagen,nao,9630
51384,cabrio,2006,manual,95,90300,gasolina,ford,nao,3090
33423,limousine,2009,automatica,280,150800,diesel,mercedes_benz,nao,22980
26403,limousine,2015,automatica,140,20500,gasolina,audi,nao,20980
25733,carrinha,2012,manual,120,60900,gasolina,opel,nao,10040
40657,carrinha,2010,manual,90,150500,diesel,peugeot,nao,5670
74329,limousine,2005,manual,90,150000,gasolina,volkswagen,nao,3460
5999,cabrio,2002,manual,170,151000,outro,bmw,nao,7580
5684,carrinha,2004,manual,136,150100,gasolina,peugeot,nao,1790
42476,coupe,2014,automatica,156,31000,gasolina,mercedes_benz,nao,27890
77420,limousine,2007,manual,90,91000,gasolina,outra,nao,4120
42829,kombi,2002,manual,155,150200,diesel,audi,nao,2019
96078,limousine,2007,manual,265,150900,gasolina,audi,nao,14050
78871,limousine,2007,manual,226,70200,gasolina,ford,nao,14580
52387,kombi,2001,manual,115,150700,gasolina,ford,sim,780
95284,kombi,2009,manual,177,150300,diesel,bmw,nao,7510
7998,outro,2010,manual,143,125400,diesel,bmw,nao,14270
49396,limousine,2002,manual,102,150000,gasolina,audi,nao,1729
49774,carrinha,2009,manual,105,150600,diesel,volkswagen,nao,9050
37465,kombi,2006,manual,204,150300,diesel,audi,nao,7410
6073,coupe,2006,manual,106,90100,gasolina,peugeot,sim,3590
24642,compacto,2005,manual,75,150900,gasolina,renault,nao,1100
66189,cabrio,2002,manual,136,100300,gasolina,peugeot,nao,2030
76555,carrinha,2006,manual,140,151000,diesel,volkswagen,nao,3990
65428,kombi,2004,automatica,150,150800,diesel,bmw,nao,4500
75379,cabrio,2009,automatica,231,125800,diesel,bmw,nao,22420
35656,limousine,2007,automatica,109,150400,diesel,mercedes_benz,nao,5870
3832,limousine,2011,automatica,245,150900,diesel,bmw,nao,21040
59164,carrinha,2004,manual,131,151000,diesel,outra,nao,5270
19149,carrinha,2011,automatica,140,100100,diesel,outra,nao,11350
19564,limousine,2000,manual,170,150900,gasolina,bmw,nao,1080
45337,suv,2015,automatica,140,20600,diesel,volkswagen,nao,27010
27335,limousine,2003,manual,116,151000,outro,bmw,nao,2460
5002,limousine,2008,manual,218,150200,gasolina,bmw,nao,9500
81202,limousine,2005,automatica,250,150100,gasolina,outra,sim,1750
53246,carrinha,2006,automatica,140,151000,diesel,volkswagen,nao,5210
67221,limousine,2000,manual,101,150500,gasolina,opel,nao,1420
33251,limousine,2001,manual,170,150600,outro,opel,sim,2019
64009,cabrio,2002,manual,205,150700,gasolina,outra,nao,8990
87439,kombi,2004,manual,193,150800,diesel,opel,nao,3640
12570,coupe,2009,automatica,560,30200,gasolina,outra,nao,110009
2328,coupe,2005,manual,170,125000,gasolina,bmw,nao,7500
7283,suv,2007,automatica,218,150200,diesel,outra,nao,11590
96726,coupe,2013,manual,140,150200,diesel,volkswagen,nao,16560
7449,compacto,2002,manual,58,150900,gasolina,renault,sim,640
52243,suv,2008,manual,150,125900,diesel,bmw,nao,12579
54746,compacto,2002,manual,60,150900,gasolina,peugeot,sim,120
25478,kombi,2003,manual,116,150200,diesel,bmw,sim,1660
55668,carrinha,2001,manual,75,150000,gasolina,renault,nao,640
59327,cabrio,2008,automatica,200,150100,gasolina,audi,nao,14500
43972,limousine,2006,manual,109,150000,diesel,outra,nao,6810
97306,compacto,2007,manual,90,40900,gasolina,outra,nao,8920
36077,limousine,2007,manual,90,150400,diesel,ford,nao,4250
77893,limousine,2011,manual,150,101000,diesel,outra,nao,12940
89101,carrinha,2008,manual,140,150300,diesel,ford,nao,9490
20993,limousine,2002,manual,77,150600,gasolina,outra,nao,910
43896,carrinha,2001,manual,140,150800,gasolina,renault,nao,950
11737,limousine,2011,automatica,204,150600,diesel,mercedes_benz,nao,15039
79808,kombi,2011,manual,85,90100,gasolina,outra,sim,5420
34070,limousine,2011,manual,265,60600,gasolina,outra,nao,15009
32060,kombi,2012,manual,190,150800,diesel,audi,nao,18920
58033,compacto,2004,manual,58,90700,gasolina,renault,nao,1870
86950,limousine,2002,automatica,163,150900,diesel,bmw,nao,3970
57299,compacto,2008,manual,170,125700,gasolina,outra,nao,7530
50636,limousine,2004,manual,116,125700,gasolina,volkswagen,nao,4710
63175,compacto,2004,automatica,61,125500,gasolina,outra,sim,1060
70422,carrinha,2013,manual,114,125600,diesel,peugeot,nao,9480
84717,kombi,2008,manual,185,150200,gasolina,outra,nao,5830
62013,kombi,2011,automatica,160,150600,gasolina,outra,nao,7030
95236,limousine,2006,manual,200,150100,gasolina,volkswagen,nao,7450
71790,cabrio,2011,manual,140,60900,gasolina,opel,nao,12930
91291,compacto,2011,manual,120,70200,gasolina,ford,nao,7030
20514,carrinha,2002,manual,75,150200,gasolina,renault,nao,2089
65481,kombi,2007,automatica,140,150400,diesel,audi,nao,6089
30410,kombi,2005,manual,344,80000,gasolina,audi,nao,14060
73211,compacto,2015,manual,86,30900,gasolina,audi,nao,15910
75819,carrinha,2008,manual,140,125500,diesel,volkswagen,nao,12509
94282,carrinha,2000,automatica,102,150100,diesel,volkswagen,nao,5350
44614,kombi,2006,manual,120,150900,diesel,opel,sim,2510
22584,cabrio,2012,automatica,306,70600,gasolina,bmw,nao,28530
16777,cabrio,2008,automatica,218,125800,gasolina,bmw,nao,16009
86650,compacto,2005,manual,90,81000,diesel,outra,nao,3800
3086,compacto,2007,manual,90,125200,gasolina,outra,nao,5570
85202,kombi,2005,manual,116,150500,gasolina,bmw,nao,3510
11736,carrinha,2009,manual,140,150000,diesel,ford,nao,8520
13600,compacto,2004,manual,82,150300,diesel,renault,sim,799
18057,suv,2012,manual,190,70700,diesel,outra,nao,18029
52068,kombi,2011,automatica,114,100500,diesel,opel,nao,10610
4848,compacto,2000,manual,58,150600,gasolina,renault,sim,580
53499,limousine,2002,manual,101,150500,diesel,opel,nao,1500
35204,limousine,2013,manual,140,60800,diesel,volkswagen,nao,16750
35109,cabrio,2008,automatica,145,126000,gasolina,ford,nao,8529
70527,suv,2015,automatica,211,50100,diesel,mercedes_benz,nao,68540
16789,limousine,2006,manual,108,150300,diesel,ford,nao,2320
4968,compacto,2002,manual,75,150800,gasolina,ford,nao,980
58094,coupe,2014,manual,156,60200,gasolina,mercedes_benz,nao,29800
16328,compacto,2007,manual,54,90500,gasolina,outra,nao,4048
6086,coupe,2008,automatica,190,150100,diesel,audi,nao,14550
70768,kombi,2010,manual,105,125800,diesel,volkswagen,nao,9210
97043,kombi,2008,manual,109,150700,diesel,ford,nao,2141
46563,limousine,2013,automatica,140,150000,diesel,mercedes_benz,nao,7890
10986,kombi,2008,automatica,224,151000,diesel,mercedes_benz,nao,9550
27742,suv,2016,automatica,190,30000,diesel,outra,nao,37950
69951,kombi,2000,manual,90,150900,gasolina,outra,sim,340
643,kombi,2001,manual,85,150300,gasolina,opel,nao,970
78506,compacto,2004,manual,69,80400,gasolina,ford,nao,1750
6162,limousine,2000,manual,125,151000,gasolina,audi,nao,2060
46141,compacto,2004,manual,75,150400,gasolina,opel,nao,3009
70476,limousine,2011,manual,143,80300,diesel,bmw,nao,17009
83325,compacto,2010,manual,68,10000,gasolina,peugeot,nao,5230
44652,limousine,2005,automatica,256,150100,gasolina,audi,nao,6980
9677,kombi,2004,manual,120,150900,gasolina,outra,nao,1580
96239,limousine,2013,manual,122,30900,gasolina,audi,nao,16090
71736,kombi,2000,manual,95,150900,gasolina,renault,nao,1550
74061,kombi,2003,manual,101,150600,diesel,volkswagen,sim,1210
39895,limousine,2000,manual,101,100300,gasolina,volkswagen,nao,3220
55344,kombi,2012,automatica,204,70700,diesel,mercedes_benz,nao,26970
12319,limousine,2004,manual,102,150000,gasolina,audi,nao,2880
72551,carrinha,2001,manual,151,150500,diesel,volkswagen,nao,8810
93233,limousine,2008,manual,129,150100,outro,bmw,nao,6110
7724,carrinha,2008,manual,90,150500,diesel,volkswagen,nao,4350
15629,limousine,2008,automatica,224,150900,diesel,mercedes_benz,nao,15930
26227,limousine,2002,manual,231,150000,gasolina,bmw,nao,3260
84272,limousine,2001,automatica,193,150600,diesel,bmw,nao,4190
90223,limousine,2007,manual,84,60900,gasolina,outra,nao,5469
8316,compacto,2000,manual,75,150900,gasolina,volkswagen,nao,1260
7937,limousine,2005,manual,75,151000,gasolina,volkswagen,nao,4539
80856,compacto,2009,manual,211,90400,gasolina,outra,nao,14980
9892,kombi,2004,manual,143,150800,gasolina,bmw,nao,20
29754,kombi,2000,manual,101,150500,gasolina,volkswagen,nao,1099
61280,limousine,2000,manual,170,150600,gasolina,bmw,nao,1570
30290,limousine,2010,manual,116,150300,diesel,bmw,nao,7039
23107,kombi,2009,automatica,160,150900,gasolina,audi,nao,12540
14287,compacto,2008,manual,120,125800,gasolina,outra,nao,6560
36103,compacto,2003,automatica,60,150300,gasolina,opel,nao,1830
91923,cabrio,2010,manual,290,150400,gasolina,audi,nao,18080
93065,compacto,2006,manual,116,150800,gasolina,outra,nao,4860
95131,limousine,2015,automatica,105,10200,diesel,outra,nao,20080
53293,kombi,2001,manual,75,151000,gasolina,renault,nao,1029
40689,compacto,2001,manual,54,150500,gasolina,opel,nao,949
86912,carrinha,2007,manual,145,150700,diesel,peugeot,nao,4280
8679,suv,2009,automatica,239,150100,diesel,audi,nao,24560
63194,carrinha,2008,manual,105,150000,diesel,volkswagen,nao,6010
14328,limousine,2005,manual,103,150400,gasolina,fiat,nao,1550
10554,limousine,2005,manual,226,151000,gasolina,ford,nao,4019
87895,kombi,2001,automatica,125,150200,diesel,mercedes_benz,nao,1830
88870,compacto,2005,manual,200,151000,gasolina,volkswagen,nao,7830
88256,carrinha,2009,manual,200,150900,gasolina,opel,nao,8640
4272,limousine,2002,manual,90,150100,gasolina,renault,nao,1750
15977,compacto,2006,manual,68,151000,diesel,outra,nao,2419
38638,limousine,2010,manual,136,90600,diesel,mercedes_benz,nao,11560
18196,limousine,2011,manual,105,126000,diesel,volkswagen,nao,9940
59998,suv,2009,automatica,326,150500,diesel,audi,nao,23900
54271,coupe,2009,manual,204,125500,diesel,bmw,nao,20020
55958,limousine,2008,manual,102,150300,gasolina,outra,nao,6029
8308,coupe,2011,manual,184,150900,diesel,bmw,nao,16049
21967,cabrio,2013,automatica,71,40400,gasolina,outra,nao,8480
93591,kombi,2005,manual,150,150700,diesel,opel,sim,1710
59138,suv,2009,automatica,185,90000,diesel,outra,nao,8070
52650,kombi,2001,manual,140,150900,gasolina,outra,nao,2060
82065,limousine,2006,automatica,177,150400,outro,audi,nao,9830
49664,limousine,2009,manual,122,70900,gasolina,outra,nao,8090
42540,kombi,2007,manual,163,151000,diesel,bmw,nao,6580
57315,compacto,2009,manual,69,125100,gasolina,outra,nao,3670
13566,coupe,2000,manual,193,150900,gasolina,mercedes_benz,nao,3580
10597,kombi,2011,manual,140,150700,diesel,volkswagen,nao,6390
58816,carrinha,2000,manual,110,150900,diesel,volkswagen,nao,1420
36958,limousine,2001,automatica,122,150000,gasolina,mercedes_benz,nao,2420
9807,limousine,2011,manual,150,60800,gasolina,bmw,nao,15940
94234,limousine,2000,manual,75,125100,gasolina,outra,nao,1500
61144,coupe,2013,automatica,170,100800,gasolina,audi,nao,25910
77627,limousine,2010,automatica,408,125600,gasolina,bmw,nao,21070
86985,cabrio,2001,manual,150,150800,gasolina,audi,nao,3560
17684,kombi,2010,manual,120,90800,gasolina,volkswagen,nao,9280
93371,kombi,2003,manual,163,150100,diesel,audi,nao,5760
62961,kombi,2007,manual,106,151000,diesel,renault,nao,3330
17676,carrinha,2009,manual,102,80900,diesel,volkswagen,nao,18050
22130,limousine,2011,automatica,235,80900,diesel,mercedes_benz,nao,33080
14104,kombi,2008,manual,125,125400,gasolina,audi,nao,8859
38892,compacto,2000,manual,60,150800,gasolina,outra,nao,10
43796,suv,2004,manual,114,150100,diesel,outra,nao,6280
66323,compacto,2004,manual,131,150200,diesel,outra,sim,1340
9058,compacto,2003,manual,75,125100,gasolina,renault,nao,1420
13004,kombi,2006,automatica,224,150400,diesel,audi,nao,8519
81723,limousine,2001,manual,60,150000,diesel,mercedes_benz,nao,840
65564,limousine,2011,manual,271,90000,gasolina,volkswagen,nao,20580
63320,cabrio,2004,manual,95,150500,gasolina,ford,sim,980
95627,suv,2006,automatica,140,150000,diesel,outra,nao,5340
63485,kombi,2007,manual,163,150600,diesel,bmw,nao,8330
91566,limousine,2009,automatica,170,150000,diesel,mercedes_benz,nao,10530
73248,kombi,2002,manual,150,150500,diesel,bmw,nao,3059
85636,carrinha,2004,manual,91,125700,diesel,mercedes_benz,nao,3320
96813,kombi,2010,manual,160,100800,diesel,opel,nao,12550
41441,limousine,2013,automatica,163,50800,diesel,outra,nao,9290
75844,limousine,2005,manual,90,150800,gasolina,volkswagen,nao,3510
24090,kombi,2000,manual,85,150100,gasolina,opel,sim,40
46088,cabrio,2010,automatica,179,100300,gasolina,audi,nao,17530
16786,limousine,2005,manual,101,150900,gasolina,ford,nao,1680
53969,limousine,2008,automatica,235,150000,diesel,bmw,sim,13589
46673,compacto,2000,manual,50,150900,gasolina,volkswagen,sim,490
21013,kombi,2000,manual,110,151000,outro,outra,nao,240
5268,cabrio,2012,manual,184,125100,diesel,bmw,nao,22309
51095,kombi,2014,manual,140,40000,diesel,ford,nao,15660
26038,kombi,2008,manual,140,150000,diesel,audi,nao,9330
10078,limousine,2003,manual,116,126000,gasolina,outra,nao,2950
40637,coupe,2002,manual,163,30100,gasolina,mercedes_benz,nao,3360
8942,compacto,2007,manual,75,150300,gasolina,outra,nao,1930
53901,limousine,2004,automatica,204,150700,diesel,bmw,nao,4210
7491,limousine,2008,manual,125,90100,gasolina,bmw,nao,7040
23267,limousine,2008,automatica,250,80800,gasolina,volkswagen,nao,19850
3811,compacto,2010,manual,90,150800,diesel,peugeot,nao,4640
2815,carrinha,2008,manual,105,151000,diesel,volkswagen,nao,5980
56300,limousine,2011,automatica,190,150800,diesel,audi,nao,12050
87363,compacto,2009,manual,65,60500,gasolina,outra,sim,4569
96655,limousine,2002,manual,75,125000,gasolina,renault,sim,670
77903,limousine,2002,automatica,190,50200,gasolina,outra,nao,8650
5457,compacto,2011,manual,86,80500,gasolina,outra,nao,7020
